item_id,avg_rating,rating_count,title
200,3.825242718446602,206,"Shining, The (1980)"
201,3.5168539325842696,89,Evil Dead II (1987)
202,3.7642857142857142,280,Groundhog Day (1993)
203,3.868131868131868,182,Unforgiven (1992)
204,3.834285714285714,350,Back to the Future (1985)
205,3.9926470588235294,136,Patton (1970)
206,3.38,50,Akira (1988)
207,3.8181818181818183,66,Cyrano de Bergerac (1990)
208,3.945,200,Young Frankenstein (1974)
209,3.905759162303665,191,This Is Spinal Tap (1984)
210,3.930513595166163,331,Indiana Jones and the Last Crusade (1989)
211,3.912621359223301,206,M*A*S*H (1970)
212,3.4565217391304346,92,"Unbearable Lightness of Being, The (1988)"
213,3.985074626865672,134,"Room with a View, A (1986)"
214,3.3508771929824563,114,Pink Floyd - The Wall (1982)
215,3.69811320754717,212,Field of Dreams (1989)
216,3.910344827586207,290,When Harry Met Sally... (1989)
217,3.158333333333333,120,Bram Stoker's Dracula (1992)
218,3.456140350877193,171,Cape Fear (1991)
219,3.171171171171171,111,"Nightmare on Elm Street, A (1984)"
220,3.3636363636363638,66,"Mirror Has Two Faces, The (1996)"
221,3.72972972972973,74,Breaking the Waves (1996)
222,3.66027397260274,365,Star Trek: First Contact (1996)
223,4.198529411764706,136,Sling Blade (1996)
224,3.7045454545454546,44,Ridicule (1996)
225,2.908256880733945,109,101 Dalmatians (1996)
226,3.355421686746988,166,Die Hard 2 (1990)
227,3.279503105590062,161,Star Trek VI: The Undiscovered Country (1991)
228,3.8155737704918034,244,Star Trek: The Wrath of Khan (1982)
229,3.111111111111111,171,Star Trek III: The Search for Spock (1984)
230,3.4472361809045227,199,Star Trek IV: The Voyage Home (1986)
231,2.683098591549296,142,Batman Returns (1992)
232,3.207920792079208,101,Young Guns (1988)
233,3.2903225806451615,124,Under Siege (1992)
234,3.775,280,Jaws (1975)
235,2.847926267281106,217,Mars Attacks! (1996)
236,3.6222222222222222,45,Citizen Ruth (1996)
237,3.7109375,384,Jerry Maguire (1996)
238,3.875,256,Raising Arizona (1987)
239,3.513333333333333,150,Sneakers (1992)
240,2.7884615384615383,156,Beavis and Butt-head Do America (1996)
241,3.546875,128,"Last of the Mohicans, The (1992)"
242,3.9914529914529915,117,Kolya (1996)
243,2.4393939393939394,132,Jungle2Jungle (1997)
244,3.1666666666666665,48,Smilla's Sense of Snow (1997)
245,3.1083333333333334,240,"Devil's Own, The (1997)"
246,3.935483870967742,124,Chasing Amy (1997)
247,1.8,5,Turbo: A Power Rangers Movie (1997)
248,3.675,160,Grosse Pointe Blank (1997)
249,3.246153846153846,130,Austin Powers: International Man of Mystery (1997)
250,3.4771573604060912,197,"Fifth Element, The (1997)"
251,4.260869565217392,46,Shall We Dance? (1996)
252,2.9430379746835444,158,"Lost World: Jurassic Park, The (1997)"
253,3.6923076923076925,26,"Pillow Book, The (1995)"
254,2.4516129032258065,62,Batman & Robin (1997)
255,3.36046511627907,172,My Best Friend's Wedding (1997)
256,3.5625,16,When the Cats Away (Chacun cherche son chat) (1996)
257,3.745874587458746,303,Men in Black (1997)
258,3.8035363457760316,509,Contact (1997)
259,2.685185185185185,162,George of the Jungle (1997)
260,2.574803149606299,127,Event Horizon (1997)
261,2.558139534883721,43,Air Bud (1997)
262,3.712121212121212,66,In the Company of Men (1997)
263,2.1578947368421053,19,Steel (1997)
264,2.742574257425743,101,Mimic (1997)
265,3.8634361233480177,227,"Hunt for Red October, The (1990)"
266,2.7142857142857144,35,Kull the Conqueror (1997)
267,3.4444444444444446,9,unknown
268,3.792156862745098,255,Chasing Amy (1997)
269,3.926984126984127,315,"Full Monty, The (1997)"
270,3.5955882352941178,136,Gattaca (1997)
271,3.2322274881516586,211,Starship Troopers (1997)
272,4.262626262626263,198,Good Will Hunting (1997)
273,3.569506726457399,223,Heat (1995)
274,3.5,190,Sabrina (1995)
275,4.0111940298507465,268,Sense and Sensibility (1995)
276,3.697986577181208,298,Leaving Las Vegas (1995)
277,3.464788732394366,71,Restoration (1995)
278,3.2333333333333334,60,Bed of Roses (1996)
279,3.2857142857142856,28,Once Upon a Time... When We Were Colored (1995)
280,3.1882352941176473,85,Up Close and Personal (1996)
281,3.143835616438356,146,"River Wild, The (1994)"
282,3.685344827586207,232,"Time to Kill, A (1996)"
283,3.7175141242937855,177,Emma (1996)
284,3.160621761658031,193,Tin Cup (1996)
285,4.265432098765432,162,Secrets & Lies (1996)
286,3.656964656964657,481,"English Patient, The (1996)"
287,3.58974358974359,78,Marvin's Room (1996)
288,3.4414225941422596,478,Scream (1996)
289,2.9806949806949805,259,Evita (1996)
290,3.1145833333333335,96,Fierce Creatures (1997)
291,3.37007874015748,127,Absolute Power (1997)
292,3.6666666666666665,114,Rosewood (1997)
293,3.802721088435374,147,Donnie Brasco (1997)
294,3.156701030927835,485,Liar Liar (1997)
295,3.4025974025974026,77,Breakdown (1997)
296,3.3333333333333335,6,"Promesse, La (1996)"
297,3.96,50,Ulee's Gold (1997)
298,3.768041237113402,194,Face/Off (1997)
299,2.9315068493150687,73,Hoodlum (1997)
300,3.6310904872389793,431,Air Force One (1997)
301,3.3043478260869565,230,In & Out (1997)
302,4.161616161616162,297,L.A. Confidential (1997)
303,3.6865671641791047,134,Ulee's Gold (1997)
304,3.5369127516778525,149,Fly Away Home (1996)
305,3.6436781609195403,87,"Ice Storm, The (1997)"
306,3.9479166666666665,96,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
307,3.515957446808511,188,"Devil's Advocate, The (1997)"
308,2.966666666666667,30,FairyTale: A True Story (1997)
309,2.857142857142857,28,Deceiver (1997)
310,3.6,145,"Rainmaker, The (1997)"
311,3.68,75,"Wings of the Dove, The (1997)"
312,3.1625,80,Midnight in the Garden of Good and Evil (1997)
313,4.2457142857142856,350,Titanic (1997)
314,1.0,5,3 Ninjas: High Noon At Mega Mountain (1998)
315,4.1,160,Apt Pupil (1998)
316,4.196428571428571,112,As Good As It Gets (1997)
317,3.911764705882353,102,In the Name of the Father (1993)
318,4.466442953020135,298,Schindler's List (1993)
319,3.2738095238095237,168,Everyone Says I Love You (1996)
320,4.05,20,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
321,3.1301775147928996,169,Mother (1996)
322,3.0871559633027523,218,Murder at 1600 (1997)
323,2.933333333333333,240,Dante's Peak (1997)
324,3.136,125,Lost Highway (1997)
325,2.546875,128,Crash (1996)
326,3.36,175,G.I. Jane (1997)
327,3.3771428571428572,175,Cop Land (1997)
328,3.4237288135593222,295,Conspiracy Theory (1997)
329,3.3333333333333335,45,Desperate Measures (1998)
330,3.024390243902439,41,187 (1997)
331,3.5398230088495577,113,"Edge, The (1997)"
332,3.4615384615384617,143,Kiss the Girls (1997)
333,3.593625498007968,251,"Game, The (1997)"
334,3.359375,64,U Turn (1997)
335,2.761904761904762,21,How to Be a Player (1997)
336,2.627906976744186,43,Playing God (1997)
337,3.0,18,"House of Yes, The (1997)"
338,2.659340659340659,91,Bean (1997)
339,3.25531914893617,47,Mad City (1997)
340,3.5873015873015874,189,Boogie Nights (1997)
341,3.090909090909091,11,Critical Care (1997)
342,2.923076923076923,52,"Man Who Knew Too Little, The (1997)"
343,3.096774193548387,124,Alien: Resurrection (1997)
344,3.6545454545454548,55,"Apostle, The (1997)"
345,3.4,65,Deconstructing Harry (1997)
346,3.642857142857143,126,Jackie Brown (1997)
347,3.510948905109489,137,Wag the Dog (1997)
348,3.2962962962962963,27,Desperate Measures (1998)
349,2.903225806451613,31,Hard Rain (1998)
350,3.1463414634146343,41,Fallen (1998)
351,2.7,20,"Prophecy II, The (1998)"
352,2.1153846153846154,26,Spice World (1997)
353,2.4285714285714284,14,Deep Rising (1998)
354,3.486111111111111,72,"Wedding Singer, The (1998)"
355,2.926829268292683,41,Sphere (1998)
356,3.381443298969072,97,"Client, The (1994)"
357,4.291666666666667,264,One Flew Over the Cuckoo's Nest (1975)
358,2.6153846153846154,143,Spawn (1997)
359,3.5,18,"Assignment, The (1997)"
360,3.2,10,Wonderland (1997)
361,3.5,10,Incognito (1997)
362,2.8214285714285716,28,Blues Brothers 2000 (1998)
363,2.723404255319149,47,Sudden Death (1995)
364,2.675675675675676,37,Ace Ventura: When Nature Calls (1995)
365,3.2083333333333335,48,Powder (1995)
366,3.3404255319148937,47,Dangerous Minds (1995)
367,3.458823529411765,170,Clueless (1995)
368,1.903225806451613,31,Bio-Dome (1996)
369,2.6363636363636362,55,Black Sheep (1996)
370,2.8205128205128207,39,Mary Reilly (1996)
371,3.1641791044776117,67,"Bridges of Madison County, The (1995)"
372,3.5294117647058822,34,Jeffrey (1995)
373,2.8974358974358974,39,Judge Dredd (1995)
374,2.272727272727273,11,Mighty Morphin Power Rangers: The Movie (1995)
375,1.9565217391304348,23,Showgirls (1995)
376,2.8333333333333335,24,Houseguest (1994)
377,2.1538461538461537,13,Heavyweights (1994)
378,3.722772277227723,101,Miracle on 34th Street (1994)
379,2.9767441860465116,43,Tales From the Crypt Presents: Demon Knight (1995)
380,3.336206896551724,116,Star Trek: Generations (1994)
381,3.55,100,Muriel's Wedding (1994)
382,3.5945945945945947,111,"Adventures of Priscilla, Queen of the Desert, The (1994)"
383,2.064516129032258,31,"Flintstones, The (1994)"
384,2.782608695652174,69,Naked Gun 33 1/3: The Final Insult (1994)
385,3.5625,208,True Lies (1994)
386,2.8160919540229883,87,Addams Family Values (1993)
387,3.3846153846153846,65,"Age of Innocence, The (1993)"
388,2.392857142857143,28,Beverly Hills Cop III (1994)
389,3.4444444444444446,27,Black Beauty (1994)
390,3.2,10,Fear of a Black Hat (1993)
391,2.7457627118644066,59,Last Action Hero (1993)
392,3.5441176470588234,68,"Man Without a Face, The (1993)"
393,3.4114583333333335,192,Mrs. Doubtfire (1993)
394,3.3333333333333335,12,Radioland Murders (1994)
395,2.5892857142857144,56,Robin Hood: Men in Tights (1993)
396,2.814814814814815,54,Serial Mom (1994)
397,2.5833333333333335,12,Striking Distance (1993)
398,2.076923076923077,26,Super Mario Bros. (1993)
399,3.303370786516854,89,"Three Musketeers, The (1993)"
400,2.7222222222222223,18,"Little Rascals, The (1994)"
401,2.8026315789473686,76,"Brady Bunch Movie, The (1995)"
402,3.4647058823529413,170,Ghost (1990)
403,3.427860696517413,201,Batman (1989)
404,3.6732673267326734,101,Pinocchio (1940)
405,3.313953488372093,344,Mission: Impossible (1996)
406,2.4489795918367347,49,Thinner (1996)
407,2.511627906976744,43,Spy Hard (1996)
408,4.491071428571429,112,"Close Shave, A (1995)"
409,3.142857142857143,70,Jack (1996)
410,3.1296296296296298,162,Kingpin (1996)
411,2.914110429447853,163,"Nutty Professor, The (1996)"
412,2.3978494623655915,93,"Very Brady Sequel, A (1996)"
413,2.6363636363636362,55,Tales from the Crypt Presents: Bordello of Blood (1996)
414,3.532258064516129,62,My Favorite Year (1982)
415,2.84,25,"Apple Dumpling Gang, The (1975)"
416,3.484375,64,Old Yeller (1957)
417,3.095890410958904,73,"Parent Trap, The (1961)"
418,3.5813953488372094,129,Cinderella (1950)
419,3.7247191011235956,178,Mary Poppins (1964)
420,3.6666666666666665,81,Alice in Wonderland (1951)
421,3.5943396226415096,106,William Shakespeare's Romeo and Juliet (1996)
422,2.8461538461538463,26,Aladdin and the King of Thieves (1996)
423,3.8333333333333335,300,E.T. the Extra-Terrestrial (1982)
424,1.3157894736842106,19,Children of the Corn: The Gathering (1996)
425,3.7411764705882353,85,Bob Roberts (1992)
426,2.84375,32,"Transformers: The Movie, The (1986)"
427,4.292237442922374,219,To Kill a Mockingbird (1962)
428,3.8181818181818183,121,Harold and Maude (1971)
429,3.9381443298969074,97,"Day the Earth Stood Still, The (1951)"
430,4.0,93,Duck Soup (1933)
431,3.5359477124183005,153,Highlander (1986)
432,3.7701149425287355,174,Fantasia (1940)
433,3.690058479532164,171,Heathers (1989)
434,3.8358208955223883,67,Forbidden Planet (1956)
435,3.949074074074074,216,Butch Cassidy and the Sundance Kid (1969)
436,3.5353535353535355,99,"American Werewolf in London, An (1981)"
437,1.0,5,Amityville 1992: It's About Time (1992)
438,1.1666666666666667,6,Amityville 3-D (1983)
439,1.0,5,Amityville: A New Generation (1993)
440,1.6428571428571428,14,Amityville II: The Possession (1982)
441,2.5660377358490565,53,"Amityville Horror, The (1979)"
442,1.25,4,"Amityville Curse, The (1990)"
443,3.808641975308642,162,"Birds, The (1963)"
444,2.717391304347826,46,"Blob, The (1958)"
445,3.5,22,"Body Snatcher, The (1945)"
446,2.4444444444444446,9,Burnt Offerings (1976)
447,3.5041322314049586,121,Carrie (1976)
448,3.388235294117647,85,"Omen, The (1976)"
449,3.034188034188034,117,Star Trek: The Motion Picture (1979)
450,2.3968253968253967,63,Star Trek V: The Final Frontier (1989)
451,3.347058823529412,170,Grease (1978)
452,2.6666666666666665,66,Jaws 2 (1978)
453,1.9375,16,Jaws 3-D (1983)
454,2.875,16,Bastard Out of Carolina (1996)
455,3.2551724137931033,145,Jackie Chan's First Strike (1996)
456,2.3125,48,Beverly Hills Ninja (1997)
457,1.7407407407407407,27,Free Willy 3: The Rescue (1997)
458,3.1222222222222222,90,Nixon (1995)
459,3.75,24,"Cry, the Beloved Country (1995)"
460,3.0,28,"Crossing Guard, The (1995)"
461,3.6216216216216215,74,Smoke (1995)
462,3.804054054054054,148,Like Water For Chocolate (Como agua para chocolate) (1992)
463,3.859154929577465,71,"Secret of Roan Inish, The (1994)"
464,3.5925925925925926,27,Vanya on 42nd Street (1994)
465,3.5647058823529414,85,"Jungle Book, The (1994)"
466,3.5961538461538463,52,Red Rock West (1992)
467,3.7916666666666665,48,"Bronx Tale, A (1993)"
468,3.3125,64,Rudy (1993)
469,3.7761194029850746,67,Short Cuts (1993)
470,3.6666666666666665,108,Tombstone (1993)
471,3.6108597285067874,221,Courage Under Fire (1996)
472,3.0822784810126582,158,Dragonheart (1996)
473,3.126984126984127,126,James and the Giant Peach (1996)
474,4.252577319587629,194,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
475,3.884,250,Trainspotting (1996)
476,3.01875,160,"First Wives Club, The (1996)"
477,3.210526315789474,95,Matilda (1996)
478,4.115384615384615,104,"Philadelphia Story, The (1940)"
479,4.251396648044692,179,Vertigo (1958)
480,4.284916201117318,179,North by Northwest (1959)
481,3.9365079365079363,63,"Apartment, The (1960)"
482,3.984375,128,Some Like It Hot (1959)
483,4.45679012345679,243,Casablanca (1942)
484,4.2101449275362315,138,"Maltese Falcon, The (1941)"
485,3.816,125,My Fair Lady (1964)
486,3.796875,64,Sabrina (1954)
487,4.102941176470588,68,Roman Holiday (1953)
488,4.2,65,Sunset Blvd. (1950)
489,4.115384615384615,52,Notorious (1946)
490,4.02,50,To Catch a Thief (1955)
491,3.791044776119403,67,"Adventures of Robin Hood, The (1938)"
492,3.864406779661017,59,East of Eden (1955)
493,4.15,60,"Thin Man, The (1934)"
494,4.0,56,His Girl Friday (1940)
495,3.6610169491525424,59,Around the World in 80 Days (1956)
496,4.121212121212121,231,It's a Wonderful Life (1946)
497,3.838235294117647,68,Bringing Up Baby (1938)
498,4.184210526315789,152,"African Queen, The (1951)"
499,3.9516129032258065,62,Cat on a Hot Tin Roof (1958)
500,3.903225806451613,31,Fly Away Home (1996)
501,3.4959349593495936,123,Dumbo (1941)
502,3.7017543859649122,57,Bananas (1971)
503,3.641025641025641,39,"Candidate, The (1972)"
504,3.819672131147541,122,Bonnie and Clyde (1967)
505,4.0,68,Dial M for Murder (1954)
506,3.8555555555555556,90,Rebel Without a Cause (1955)
507,3.816326530612245,98,"Streetcar Named Desire, A (1951)"
508,3.5953488372093023,215,"People vs. Larry Flynt, The (1996)"
509,3.8512396694214877,121,My Left Foot (1989)
510,3.9421487603305785,121,"Magnificent Seven, The (1954)"
511,4.23121387283237,173,Lawrence of Arabia (1962)
512,4.0,57,Wings of Desire (1987)
513,4.333333333333333,72,"Third Man, The (1949)"
514,3.911111111111111,180,Annie Hall (1977)
515,4.203980099502488,201,"Boot, Das (1981)"
516,3.9682539682539684,63,Local Hero (1983)
517,3.769230769230769,91,Manhattan (1979)
518,3.651685393258427,89,Miller's Crossing (1990)
519,4.1,80,"Treasure of the Sierra Madre, The (1948)"
520,4.104838709677419,124,"Great Escape, The (1963)"
521,3.8333333333333335,120,"Deer Hunter, The (1978)"
522,3.7714285714285714,35,Down by Law (1986)
523,3.9939024390243905,164,Cool Hand Luke (1967)
524,4.021739130434782,46,"Great Dictator, The (1940)"
525,4.027397260273973,73,"Big Sleep, The (1946)"
526,3.8306451612903225,124,Ben-Hur (1959)
527,4.02051282051282,195,Gandhi (1982)
528,4.132231404958677,121,"Killing Fields, The (1984)"
529,3.978494623655914,93,My Life as a Dog (Mitt liv som hund) (1985)
530,4.025,80,"Man Who Would Be King, The (1975)"
531,3.9224806201550386,129,Shine (1996)
532,3.3181818181818183,22,Kama Sutra: A Tale of Love (1996)
533,3.6666666666666665,15,"Daytrippers, The (1996)"
534,3.3076923076923075,13,Traveller (1997)
535,3.1666666666666665,54,Addicted to Love (1997)
536,3.3,10,Ponette (1996)
537,3.6333333333333333,30,My Own Private Idaho (1991)
538,3.4242424242424243,66,Anastasia (1997)
539,2.477272727272727,44,Mouse Hunt (1997)
540,2.511627906976744,43,Money Train (1995)
541,2.877551020408163,49,Mortal Kombat (1995)
542,2.5294117647058822,51,Pocahontas (1995)
543,3.619047619047619,21,"Misérables, Les (1995)"
